이름,주소,평점,위도,경도,리뷰,영업시간,카테고리,핫플레이스여부
Champ de Mars,"75007 Paris, France",4.6,48.85580470000001,2.2983766,"이 인상적인 금속 랜드 마크는 모든 각도에서 멋진 전망을 제공합니다.그것은 인기있는 관광지이며, 군중이 종종 안뜰에 들어가기를 바라고있는 사람들이 종종 모여 있습니다.경치 좋은 주변 환경은 휴식을 취하고 휴가를 즐기기에 완벽한 장소입니다.""나는 최근에 Champ de Mars를 방문했고, 파리의 아름다움을 긴장을 풀고 즐기기에 완벽한 장소였습니다. 넓은 열린 녹지 공간은 에펠 탑의 멋진 전망을 제공하여 피크닉이나 평화로운 산책을위한 훌륭한 장소입니다.당신은 '가족과 함께 또는 부부와 함께, 당신은 여기에 많은 벤치가 있습니다깨끗하고 잘 정리되어 있으며, 이른 아침에 방문하는 것이 좋습니다.
에펠 탑을보기 위해 방문하고 탐험 할 가치가있는 아름다운 공원!공간이 너무 많아서 내가 그곳에있는 동안 과밀 한 느낌이 들지 않았습니다.앉을 벤치가 많이 있고 땅에 앉을 장소가 있습니다.어린이, 농구장 및 기타 레크리에이션 사이트를위한 놀이터가 있습니다.내가 거기에 있었을 때, 많은 욕실이 있었으므로 가기 전에 명심하십시오.공원은 많은 큰 나무와 시원한 자연 광경으로 놀랍습니다.당신은 방문을 후회했습니다!
나는 2024 년 올림픽에서 Champ de Mars에있었습니다.그것은 Beach Volleyball 게임의 장소였습니다.모든 것이 게임을 위해 일시적으로 설정되었지만, 넓은 잔디밭, 야생화 정원이 있었고,이면 에펠 탑이 백 스포장 인 경우!나는 임시 장소가 거기에 있지 않았다면, 파리가라면 더욱 편안하고 분위기를 느끼게 될 것입니다!
Effile Tower의 멋진 전망을 가진 아름다운 공원.올림픽 기간 동안 일부 지역이 문을 닫은 채로 혼잡했지만 여전히 볼 수있는 멋진 광경이었습니다.만약 당신이 유럽이나 프랑스에 있다면 그것은 꼭 봐야 할 것입니다!","월요일 : 24 시간을 엽니 다
화요일 : 24 시간 영업
수요일 : 24 시간을 엽니 다
목요일 : 24 시간 영업
금요일 : 24 시간 영업
토요일 : 폐쇄
일요일 : 24 시간 영업","공원, Tourist_attraction, point_of_interest, 설립",Yes
Wall of I Love You,"Square Jehan Rictus, 14 Pl. des Abbesses, 75018 Paris, France",4.3,48.8848037,2.338578,"가족이 방문했고 우리는 간단한 모습을 위해 여기서 멈췄습니다.그것은 매우 귀엽고 낭만적 인 이니셔티브이며 관광객들은 절대적으로 그것을 좋아했습니다.사람들이 언어로 '사랑해'를 찾으려고하는 것을 보는 것은 귀여웠습니다.우리는 한동안 벤치에 앉았고 노래 외부에 놀라운 버스 커가있었습니다.
다양한 언어로 ""사랑""이라는 단어로 덮인 아름다운 장소.불행히도, 내가 방문했을 때, 그것은 문을 닫았으므로 외부에서 사진을 찍어야했습니다.비록 내가 그것을 가까이에서 볼 수는 없었지만, 외부의 전망은 여전히 ​​그 장소의 본질을 포착했습니다.예술과 로맨스의 팬이라면 다음 여행을 방문 할 가치가 있습니다.
전 세계의 모든 언어로 당신을 사랑하는 멋진 작은 이니셔티브.Montmartre에 위치하고 있으며 Sacre Coeur와 다양한 카페와 레스토랑과 매우 가깝습니다.작은 공원에서 발견되는 것은 종종 버스 쿠스가 사랑스러운 어쿠스틱 음악을 연주합니다.연인들과 바쁘기 때문에 사진을 얻으려면 일찍 도착하십시오.
이것은 정말 귀여운 곳입니다!점심 시간에 매우 혼잡 한 것을 볼 때 아침 일찍 오는 것이 좋습니다.언덕 아래에 있기 때문에 Montmartre 방문과 결합하는 것이 편리합니다. Maaany 언어가 있으며, 같은 언어의 다른 방언에서도 네덜란드어뿐만 아니라 Flemish도 있습니다!
우리는 Montmartre에서 우리의 산책 에서이 벽을 우연히 발견했습니다.세상의 언어로 된 'I Love U'의 글.아주 멋진.티켓이 필요하지 않습니다.","월요일 : 오전 8시 - 오후 8시 30 분
화요일 : 오전 8시 - 오후 8시 30 분
수요일 : 오전 8시 - 오후 8시 30 분
목요일 : 오전 8시 - 오후 8시 30 분
금요일 : 오전 8시 - 오후 8시 30 분
토요일 : 오전 9시 - 오후 8시 30 분
일요일 : 오전 9시 - 오후 8시 30 분","Tourist_attraction, point_of_interest, 설립",Yes
Catacombs of Paris,"1 Av. du Colonel Henri Rol-Tanguy, 75014 Paris, France",4.1,48.8338325,2.3324222,"입장이 필요한 날 1 주일 전에 사전에 티켓을 팔아야합니다.공식 웹 사이트에서 구매하십시오... 나는 거기에 가짜가 있다고 들었습니다.
우리의 입학 시간은 1045am이었다.우리는 약 1040 년에 걸어 갔고, 보안 라인을 빨리 통과하고, 오디오 투어를 거절했고, 나선형 계단을 걷기 시작했습니다.그들은 한 번에 200 명만 실망 시켰으며, 당신이 내려 가기 직전에 벽에 디지털 디스플레이가 있습니다.
이것의 물리적 부분을 과소 평가하지 마십시오.위아래로 올라가는 계단은 희미한 마음을위한 것이 아닙니다.그것은 쉽게 당신을 어지럽게 만들 수 있으며, 분명히, 그것은 단지 평범한 물리적 변형률입니다.또한 아래의 길은 고르지 않고 매끄럽고 비좁습니다.폐소 공포증 또는 6 피트 2 인치 이상이라면 내려 가지 마십시오.남편은 키가 크고, 그는 거의 여러 곳에서 머리를 쳤고 때로는 걷는 동안 머리를 옆으로 기울여야했습니다.파리의 끔찍하지만 매혹적인 부분이었습니다.대체로, 우리는 지상에서 약 30 분을 보냈습니다.
와우 파리의 역사적 부분.우리는 걷는 동안 오디오를 얻었고 그것은 매우 유익한 역사와 정보를 당신에게 말했습니다.얼마나 많은 뼈와 몸이 당신이 보는 디자인을 구성하는지는 놀랍습니다.당신이 듣고 읽을 역사와 이야기는 매우 흥미 롭습니다.우리는 올림픽 기간 동안 갔고 그들은 바빴지만 우리가 아침에 갔을 때 너무 나쁘지는 않았습니다.파리를 방문하는 동안 추천합니다.모두와 아래로 많은 단계가 있지만 관리하기 쉽습니다.
먼저, 공식 사이트에서만 티켓을 구입하십시오. 타사 웹 사이트에서 사기를받을 필요가 없습니다.거기에서 성인 티켓은 90 유로 이상의 비용이들 수 있지만 공식 사이트에서는 훨씬 적은 비용을 얻을 수 있습니다.또한, 티켓을 구매하는 것은 실제로 많은 시간을 매진하기 때문에 약간의 필수입니다.슬롯은 1 주일 전에 열렸습니다. 행운을 빕니다!둘째, 카메라에서 플래시를 사용하지 마십시오. 휴대 전화에 플래시가있는 경우 1 ~ 10까지의 야간 모드를 사용하여 더 많은 조명이 센서에 들어가서 좋은 결과를 얻을 수 있습니다.Audo 가이드는 그만한 가치가 있습니다. 나와 미스는 그렇게 생각합니다.그녀는 프랑스어로 그녀를 가지고 있었고, 나는 그것으로 더 편한 상태에서 영어로 내 것을 가져 갔다.당신은 또한 내 기억이 저에게 올바르게 버전을 제공한다면 스페인과 독일어가 있습니다.단계적으로 그리고 지금은 지금은 소진적이고 평균적인 물리적 형태로 충분하지 않습니다.계단은 고전적인 원이지만 두 가지 방법으로 120 단계와 같은 것이 있습니다.우리는 약 1 시간 정도 걸렸지 만, 우리는 모든 플라크를 읽는 것을 멈추고 길을 따라 그것들을 토론했습니다. 보통 약 45 ~ 50 분이 걸릴 것입니다.경험을 즐기십시오. 서두르지 않아도됩니다.벽면에서는 인간 귀와 그 옆에 숫자로 때때로 표시를 볼 수 있습니다. 즉, 오디오 가이드의 섹션 X가있는 경우에 귀를 기울여야합니다.적어도 표면의 여름 32c에는 온도가 견딜 수 있었고 우리는 그것을 ""Tshirt 날씨""로 분류합니다.전반적 으로이 장소의 역사는 믿어지지 않으며, 그들은 다국어 표지판을 가진 관광객들에게 실제로 수용 할 수 있습니다.
파리 시티의 역사를 탐험하기 위해 방문해야 할 곳.그것은 매일 제한된 수의 사람들을 허용하므로 미리 티켓을 예약해야합니다.내려 가려면 계단을 많이 올라 가야합니다.또한 이곳은 폐소 공포증입니다.따라서 방문하기 전에 이러한 점을 알고 있는지 확인하십시오.정보가 프랑스어와 영어로 표시되므로 오디오 가이드를 건너 뛸 수 있습니다.이 장소를 덮는 데 약 40 분이 걸립니다.
파리의 지하 묘지는 인간의 뼈가 늘어선 지하 터널과 함께 독특한 경험을 제공하여 도시 역사를 매혹적으로 엿볼 수 있습니다.잊혀지지 만 흥미로운 매력으로, 다른 것을 찾는 사람들에게 완벽합니다.특히 피크 시간 동안 혼잡해질 수 있으므로 미리 예약하는 것이 좋습니다.역사 애호가들을위한 꼭 봐야하지만, 어둡게 분위기에 대비하십시오.","월요일 : 폐쇄
화요일 : 오전 9시 45 분 - 오후 8시 30 분
수요일 : 오전 9시 45 분 - 오후 8시 30 분
목요일 : 오전 9시 45 분 - 오후 8시 30 분
금요일 : 오전 9시 45 분 - 오후 8시 30 분
토요일 : 오전 9시 45 분 - 오후 8시 30 분
일요일 : 오전 9시 45 분 - 오후 8시 30 분","Tourist_attraction, 묘지, point_of_interest, 설립",Yes
Place du Trocadero,"Pl. du Trocadéro et du 11 Novembre, 75016 Paris, France",4.6,48.8628748,2.2873248,"에펠 탑의 숨막히는 사진을 포착하는 가장 유명하고 그림 같은 장소 중 하나입니다.방해받지 않는 전망과 완벽한 유리한 지점으로 전 세계 관광객과 사진가들이 가장 좋아합니다.이른 아침 일출 동안 방문하든 탑이 조명 된 저녁 에이 위치는 기억에 남는 사진을위한 완벽한 배경을 제공합니다.그러나 인기있는 관광지이기 때문에 특히 일출이나 일몰과 같은 성수기에는 매우 혼잡 해지는 경향이 있습니다.또한,이 지역에서 도난과 사기에 대한 자주보고가 있었기 때문에 소매치기와 사기꾼이주의하십시오.소지품을 안전하게 지키고 대화 나 제안을 위해 당신에게 다가가는 낯선 사람들을 조심하십시오.
에펠 탑의 최고의 전망!나는 여기 박물관에 갈 계획을 세우지 않았고 우리는 그들을 볼 수 없었습니다.따라서 여행을 계획하고 있다면보고 할 수있는 톤이 있기 때문에이 지점을 조사하십시오.올림픽 준비로 인해 많은 건축이 있었지만 우리는 여전히 모든 것을 볼 수있었습니다.
의심 할 여지 없이이 광장은 에펠 탑에 대한 최고의 전망을 가지고 있습니다!.바쁠 수 있고 상품을 판매하기 위해 사진을 찍는 등 많은 판매자가 있습니다.시도하지 않은 음식 매장이 있습니다.파리를 방문 할 때 어울리는 재미있는 곳.
에펠 탑의 멋진 전망, 특히 밤에!조명이 켜질 때 군중의 차분하고 헐떡 거리는 에너지!거기에 스릴.적극 추천합니다!
파리의 Du Trocadro는 넓은 테라스와 정원이있는 에펠 탑을 볼 수있는 최고의 유리한 지점 중 하나를 제공합니다.그것은 인상적인 건축물, 활기찬 분위기 및 멋진 사진 기회로 유명한 관광객과 지역 주민들에게 인기있는 장소입니다.숨막히는 파리 배경으로 편안한 산책을위한 완벽한 장소.","월요일 : 24 시간을 엽니 다
화요일 : 24 시간 영업
수요일 : 24 시간을 엽니 다
목요일 : 24 시간 영업
금요일 : 24 시간 영업
토요일 : 24 시간을 열었습니다
일요일 : 24 시간 영업","Tourist_attraction, point_of_interest, 설립",Yes
La Roue de Paris,"Louvre - Tuileries, 75001 Paris, France",3.9,48.86376200000001,2.330720099999999,"나는 그것이 더 이상 거기에 있지 않다고 들었습니다. 그러나 그것이 있었을 때 그것은 굉장했습니다!역사를 위해
전망은 아슬 아슬하다!현금으로 현금으로 지불하는 티켓 라인은 성인을 위해 약간의 작은 사람이됩니다.
여기 바퀴가 없습니다!!!!우리는 그것에 도착하기 위해 2km를 걸었고, 우리는 그것이 올림픽에 사라 졌다고 들었습니다.우리는 그곳에서 그것을 찾는 유일한 사람이 아니 었습니다. 많은 사람들이 Google의 반대 시간에 혼란스러워합니다!!!
정상에서 둘러 볼 수있는 가장 좋은 곳 중 하나입니다.
2024 년 6 월 초, 관람차가 완전히 사라져 올림픽으로 이동했습니다.불행히도, Google지도 항목은 상당히 열려 있음을 시사합니다.그러나 지금은 여기에 없습니다.",운영 시간이 없습니다,"Tourist_attraction, point_of_interest, 설립",Yes
Sainte-Chapelle,"10 Bd du Palais, 75001 Paris, France",4.6,48.855375,2.3449609,"와우, 그것은 놀라운 경험이었다!나는 그것을 좋아했다.당신이 안으로 들어가면, 그것은 완전히 다른 느낌입니다.각 라인에는 별도의 이야기가 있으므로 각 줄에서 상향식에서 각 줄을 봐야합니다.또한 멋진 유리 벽을보기 위해 상위 레벨로 가야합니다.그리고 가장 중요한 부분?파리 박물관 패스로 입장료가 무료입니다.파리에서 어디를 가든, 그것은 편리하게옵니다!
방문하기 전에 방문 예약을해야합니다.일주일 전에도 충분한 것 같습니다.따라서 여정과 날씨에 대해 확인하십시오.
방문하는 것은 솔직히 말해서 약간 압도적이지 않았음에도 불구하고 가치가있었습니다.아마도 내 기대가 너무 높았습니까?아마도 나는 더 교육적인 방문을 기대하고 있었을까요?
나는 방문하기 전에이 예배당에 대해 듣는 것을 기억하지 못하지만 내가 갔던 것이 매우 기뻤습니다.내부는 놀랍습니다.나의 유일한 불만은 엘리베이터를 보지 못했다는 것입니다.계단은 아주 오래된 돌 계단입니다.그들은 탑 위로 돌아갑니다.그들은 심지어 여행하기가 쉽지 않으며 많은 것이 있습니다.계단을 할 수 없다면 위층 스테인드 글라스를 볼 수 없습니다.나는 또한 당신이 가기 전에 화장실을 사용할 것입니다.땅의 돌이 고르지 않기 때문에 걷는 곳을보십시오. 그러나 그만한 가치가 있습니다.
우리는 티켓을 미리 구입했지만 여전히 한 시간 동안 기다렸다. 우리의 예약 시간은 130이었다. 우리는 230 년 이후까지 들어 가지 않았다. 대기열에는 3 줄이있다.마커는 체크인에서 20 피트이며 보안은 1020 피트 떨어져 있으므로 하프 패스 예약에있는 경우 중간 통로에 있어야합니다.오른쪽 통로의 대기열은 0 시간 예약입니다.왼쪽의 대기열은 티켓이없는 경우입니다.그래서 시간이 걸렸고 일단 당신이 들어가면, 가방과 바디 체크가 있습니다. 공항과 같은 가방, 카메라 및 전화를 포함한 모든 것을 확인합니다.입장하면 티켓을 구매하거나 사전 구매 티켓을 스캔 할 수 있습니다.기념품 가게 인 예배당의 1 층으로 가면 약 510 분을 보낼 수 있습니다.입구를 마주 할 때 오른쪽의 나선형 계단을 올라갑니다.조심스럽게 단단하고 좁은 나선형 계단을 2 층으로 올라가고 스테인드 글라스와 아름다운 천장이있는 곳입니다.부지를 감독하는 발코니로 걸어가는 것이 있습니다.발코니의 왼쪽에서 나가 발코니를 바라보십시오.다시 말하지만, 나선형 계단을 내려 가십시오.30 분 동안 방문하기 위해 한 시간을 기다리는 것은 훌륭한 비용 인대 피트 트레이드 오프는 아니지만 처음 방문한 것은 인내심을 가져오고 기대를 관리해야합니다.오디오를 받으면 더 길 수 있습니다.나를 위해, 그것은 기다릴만한 가치가 있었다.3 성급 물류 부족으로 인해 티켓 판매 관리가 부족하여 나는 그들이 오버셀이라고 생각하며 아마도 지연의 원인 일 것입니다.
단순히 놀랍습니다.스테인드 글라스 장면은 인상적이었습니다.그들은 창조, 그리스도의 부활에 이르기까지 인류의 이야기를 말합니다.우리는이 경험을 정말 즐겼습니다.","월요일 : 오전 9시 - 오후 5시
화요일 : 오전 9시 - 오후 5시
수요일 : 오전 9시 - 오후 5시
목요일 : 오전 9시 - 오후 5시
금요일 : 오전 9시 - 오후 5시
토요일 : 오전 9시 - 오후 5시
일요일 : 오전 9시 - 오후 5시","Tourist_attraction, 교회, place_of_worship, point_of_interest, 설립",Yes
Place de la Bastille,"Pl. de la Bastille, 75004 Paris, France",4.3,48.8531827,2.3691443,"Place de la Bastille은 파리의 필수 위치이며 역사가 풍부하고 생명이 활기 넘치는 위치입니다.광장은 프랑스 혁명의 상징 일뿐 만 아니라 과거와 현재가 완벽하게 혼합되는 활동의 중심지이기도합니다.상징적 인 7 월 칼럼은 중앙에 키가 크며 사진에 완벽한 장소를 제공합니다.당신이 그 지역을 산책하거나 근처의 CAF에서 커피를 즐기든지, 장소의 에너지는 전염성이 있습니다.주변 거리에는 매력적인 상점과 레스토랑으로 가득 차있어 탐험하기에 좋은 장소입니다.또한 아름다운 바스티유 오페라 하우스와의 근접성은 방문에 문화적 터치를 더합니다.전반적으로 Place de la Bastille은 역사, 문화 및 현대 파리 생활의 완벽한 혼합입니다.파리를 방문 할 때 여정에 추가하는 것이 좋습니다!
역사적 중요성으로 가득 찬 멋진 개방 된 영역.공개 좌석이 있습니다.올림픽 순찰에 관한 많은 경찰과 군대.올림픽 반지로 사진을 놓치지 마십시오.
Place de la Bastille은 역사가 풍부하고 독특한 분위기를 가지고 있지만 악천후로 인해 내 경험은 다소 약화되었습니다.구름에도 불구하고,이 광장은 생생한 환경과 역사적 중요성을 제공할만한 많은 것을 가지고 있습니다.햇볕이 잘 드는 날에는 더욱 인상적 일 것이라고 확신합니다.파리에서 탐험 할 견고한 4star 지점.
주말에 오전 6 시까 지 즐거운 시간을 보내기에 여전히 좋은 곳입니다... 파티를 마치거나 밤새 파리를 방문한 후 오전 4 시까 지 배수 식당에서 먹을 수도 있습니다.
좋은 장소 de la bastille.일부 경찰차는 근처에있는 보안입니다.파리 공공 관광지는 항상 높은 보안 경찰 요원입니다",운영 시간이 없습니다,"경계표, Tourist_attraction, point_of_interest, 설립",Yes
Jardin des Plantes,"75005 Paris, France",4.6,48.8439069,2.359658,"도시 소음의 멋진 휴양지.걸어 다니면서 동상과 설치를 존경하는 것이 좋습니다.나는 태양이 시작되기 시작할 때 오는 것이 좋습니다. 그렇게하면 일광 뷰를 얻을 수 있습니다.공원 내에 공급 업체와 공중 화장실 시설이 몇 명 더있을 수 있다고 생각하지만 여전히 자녀가 있다면 가치있는 방문입니다.
나는 이전 에이 파리 보석을 알지 못했습니다!그것은 바토 버스 보트의 정류장 중 하나입니다.그 투어는 우리에게 가치가있었습니다!!!또한 정원은 무료이며 뒷문을 통해 거리 코너의 왼쪽에 약간의 공공 화장실 건물이 있습니다!
아름답고 잘 관리 된 공원.더운 여름에는 식기에 좋은 곳입니다.공원에서 방문 할 수있는 멋진 박물관도 있습니다.나는 광물학에 관한 것을 방문했다.
8 월 말 에이 정원을 돌아 다니면서 56 시간을 보냈습니다.다양한 식물, 나무, 건물을보고 탐험 할 수 있습니다.고생물학 박물관의 Stegosaurus 옆에 Wollemi 소나무를 발견하게되어 매우 기쁩니다.강 세인 쪽.Menagerie는 아이들이 3 시간 동안 계속갔습니다.작은 동물원.파리에서 가장 오래된 철 기념물.
우리는 8 월에 많은 식물이 피었을 때 방문했습니다.도시 한가운데서 유쾌하고 조용한 산책이었습니다.당신은 하루 종일 쉽게 보낼 수 있으며 끝없는 다양한 꽃을 감탄할 수 있습니다.","월요일 : 오전 8시 - 오후 6시 30 분
화요일 : 오전 8시 - 오후 6시 30 분
수요일 : 오전 8시 - 오후 6시 30 분
목요일 : 오전 8시 - 오후 6시 30 분
금요일 : 오전 8시 - 오후 6시 30 분
토요일 : 오전 8시 - 오후 6시 30 분
일요일 : 오전 8시 - 오후 6시 30 분","Tourist_attraction, 공원, point_of_interest, 설립",Yes
Jardin du Luxembourg,"75006 Paris, France",4.7,48.84661440000001,2.336330900000001,"Our first visit far exceeded expectations! From the gardens to the palace to all the activities people were engaged in. What a wonderful place to walk as well as sit watch people. Highly recommend for families too!
This is located near Latin Quarters. The place is very relaxing and is open and free for all. The gardens are very big and beautiful. It is decorated with beautiful statues and fountains. You can relax on grass or sit and enjoy on benches. A perfect place to relax and enjoy the nature.
Pro tip this is one of the great places to have picnic! Bring your food, mat to sit on grass and a glass of wine and have a memorable day!
Beautiful garden, well maintained, open to public, chairs to enjoy evenings, large band to keep you mesmerized.
Beautifully manicured garden with colourful flowers and resting chairs all around. A small pool in front of palace building and a vendor renting boats for kids to enjoy.
Get at least 2 hours of leisure to enjoy the beauty.
Crowded on some days, especially the weekend, but totally worth it! Just put on some headphones, listen to your favorite jams, and wander the grounds. There is plenty of space to find a relaxing perch, and people watch.
Motorized wooden toy boats can be enter for children for 6 an hour for them to direct in the pond. Formal gardens with gorgeous flowers, statues, water features, fresh air and sunshine. Stroll on through. Grab a bench. Read a book. Relax.",운영 시간이 없습니다,"Tourist_attraction, 공원, point_of_interest, 설립",Yes
Paris noche,"75010 Paris, France",5,48.8774836,2.3585499,,운영 시간이 없습니다,"Tourist_attraction, point_of_interest, 설립",Yes
La Villette,"211 Av. Jean Jaurès, 75019 Paris, France",4.4,48.8938489,2.39026,"La Villette는 녹색 공원이 적고 놀이터, 과학 센터, 푸드 홀, 트레일 등이있는 문화 공간이 더 많습니다.끝에서 끝까지 걸어가는 데 약 12 ​​분이 걸렸습니다.독특한 놀이터를 위해서는 거대한 슬라이드가있는 잠자리에있는 놀이터로 이동하십시오.
Rod Stewart와의 훌륭한 콘서트이지만 실제로 ""그루브에 들어 가지 않은""군중들에게 실망했고 몇 곡의 노래를 위해 좌석에서만 일어났습니다.킨다는 분위기를 망쳤지 만 나를 위해서는 아니었다 !!나는 한 번 앉지 않았다!!
La Villette를 돌아 다니는 것이 항상 좋습니다.90 년대 건축은 재미 있고 일주일에는 많은 활동이 있습니다.지오드는 올 봄에 다시 문을 열고이 새로운 영화 어트랙션을 경험하기를 기다릴 수 없습니다.시간을 즐기고 재미있게 보내십시오
이 장소에 대한 나의 경험은 Philharmonie de Paris를 4 번의 기억에 남는 방문으로 제한되었지만, 나는 공공 장소에서 행사가 열리는 것을 목격했으며 Enticing Cafe de la Musique가 여러 번 통과했습니다.이 모든 것은 광범위한 관심사, 특히 공연 예술에 관심을 갖는 사람들에게 맞는 공공 장소입니다.내가 파리에 살았다면 적어도 한 달에 한 번 이상 방문 할 것입니다.
주위에 많은 것들이있는 아주 좋은 parc!우리는 장애인 올림픽을 위해 클럽 드 프랑스에 참석했고 굉장했습니다.","월요일 : 오전 6시 - 오전 1시
화요일 : 오전 6시 - 오전 1시
수요일 : 오전 6시 - 오전 1시
목요일 : 오전 6시 - 오전 1시
금요일 : 오전 6시 - 오전 1시
토요일 : 오전 6시 - 오전 1시
일요일 : 오전 6시 - 오전 1시","공원, Tourist_attraction, point_of_interest, 설립",Yes
Overlook of Paris,"5 Rue du Cardinal Dubois, 75018 Paris, France",4.6,48.8856601,2.343251899999999,"날씨에 관계없이 볼만한 가치가 있습니다.주요 관광지 대부분은이 유리한 지점에서 볼 수 있습니다.완벽한 그림을 얻기 위해 위치를 위해 조스텔을해야한다는 것은 너무 인기가 있습니다.사람들은 시간을 통과하는 좋은 방법입니다.
Montmartre 근처의 파리의 간과는 도시의 멋진 파노라마 전망을 제공합니다.그것은 상징적 인 랜드 마크와 아래의 도시 경관을 가지고있는 좋은 장소입니다.분위기는 활기차고 약간 혼잡 할 수 있지만 숨막히는 경치는 방문 할 가치가 있습니다.사진 애호가와 위에서 파리의 아름다움에 몸을 담그고 자하는 사람에게 적합합니다.
우리는 속임수를 썼고, 뇌물을 교회와 관점으로 가져갔습니다.이 관점은 절대적으로 놀랍습니다.이 관광객 메카를 방문하기에 완벽한 화창한 날이었습니다.그러나 수천 명의 OP 사람들도 같은 생각을 가지고 있었으며 문자 그대로 어깨에서 어깨가있었습니다.
여기에 정말 귀여운 사진이 있습니다!당신은 교회에서 모든 파리를 볼 수 있습니다.도로로 내려가는 절묘하고 귀여운 상점이 많이 있습니다.
Basilique du Sachur de Montmartre를 방문하는 경우 도시를 아름다운 간과하고 방문해야합니다.매우 바쁜 위치이지만 걸어서 보는 가치가 있습니다.","월요일 : 24 시간을 엽니 다
화요일 : 24 시간 영업
수요일 : 24 시간을 엽니 다
목요일 : 24 시간 영업
금요일 : 24 시간 영업
토요일 : 24 시간을 열었습니다
일요일 : 24 시간 영업","Tourist_attraction, 경계표, point_of_interest, 설립",Yes
Vedettes de Paris,"1 Rue de la Légion d'Honneur, 75007 Paris, France",4.8,48.8599706,2.326559199999999,"아름다운 건물과 예술.적극 권장합니다.
내 취향에 너무 빠릅니다.식사는 약간 성급하고 세인의 전망을 즐길 시간이 거의 없습니다.
아주 좋은 여행, 강에서 놀라운 전망.추천합니다!
환상적입니다",운영 시간이 없습니다,"Tourist_attraction, point_of_interest, 설립",Yes
Luxembourg Palace,"15 Rue de Vaugirard, 75006 Paris, France",4.7,48.84827110000001,2.337293400000001,"넓은 넓은 공공 공원, 무료 입장 및 식물 정원보다 더 나은 접근 및 좌석 공간.아름다운 나무와 주변.또한 음식과 음료 키오스크, 담요를 가져 오거나 휴대용 의자 중 하나를 사용하여 좋아하는 전망을 찾으십시오.
룩셈부르크 궁전은 유명한 룩셈부르크 가든 (Luxembourg Gardens)의 북쪽에있는 파리의 6 번째 방해물에 위치하고 있으며 프랑스 상원의 위치입니다.
역사적 관점에서,이 궁전은 프랑스의 루이 14 세 왕과 개스톤, 오를란의 공작, 마리 데 므 디스 (Marie de Mdicis)의 어머니를 위해 지어졌습니다.이 작은 궁전은 나중에 Petit Luxembourg, 프랑스 상원 의장의 위치입니다.
점심이나 간식을 먹거나 산책을하기에 좋은 곳.주차장의 일부 공급 업체는 간식과 음료를 판매합니다.
아름답게 배치되어 매우 고전적인 계층 정원으로 나뉘어 진 궁전이 배경에 있습니다.
고전적인 조각상과 유명한 사람들은 잘 다듬어 진 광장 나무로 그림자를 깎아냅니다.
정원과 분수를 보호하는 두 명의 사자.
여기에 멋진 장소!!!
매우 예쁜 파크 랜드의 북쪽 끝에 위치한 룩셈부르크 궁전은 매우 인상적인 건물입니다.무장 한 경비원이 약간 개미를 얻고 자동 소총을 운반 할 때 너무 가까이 가지 마십시오.주변의 공원은 넓은 좌석이 있으며 현지인들이 앉아서 휴식을 취하는 것을 좋아할 수있는 충분한 좌석이 있습니다.",운영 시간이 없습니다,"Tourist_attraction, point_of_interest, 설립",Yes
Square of Saint-Jacques Tower,"39 Rue de Rivoli, 75004 Paris, France",4.4,48.8578644,2.3488147,"작지만 유쾌한 공원은 시청에 가까워지기를 기대할 때 매우 잘 관리되었습니다.마지막 방문에서 그늘에서 음악을 연주하는 멋진 트리오.
앉아서 오후를 즐기는 아름다운 공원.많은 벤치, 그늘과 그늘이 많습니다.쥐에 대해 읽으십시오.운 좋게도 아무것도 본 적이 없습니다.
작지만 아주 좋은 공원이고 중간에있는 탑은 아름답습니다.선택한 날에는 타워에 투어가 가능하며 정상까지 갈 수 있습니다.
나는이 아름다운 기념물을 거의보고 싶었다!그것은 프랑스 혁명 이전의 교회의 일부 였지만 교회는 대부분 파괴 되었고이 부분만이 남아있었습니다.
이것은 파리에서 가장 좋아하는 부분 중 하나의 조용한 작은 공원입니다.폼디 두에서 멀지 않습니다.나는 탑에서 올라 가지 않았지만 그것은 모두 좋은 경험이었습니다.그늘을 제공하기 위해 나무와 함께 앉을 벤치가 많이있었습니다.벤치가 가득 차면 놓을 풀이 충분합니다.이곳은 친구들과 함께 읽거나 피크닉을하기에 좋은 곳입니다.","월요일 : 오전 8시 - 오후 7시
화요일 : 오전 8시 - 오후 7시
수요일 : 오전 8시 - 오후 7시
목요일 : 오전 8시 - 오후 7시
금요일 : 오전 8시 - 오후 7시
토요일 : 오전 9시 - 오후 7시
일요일 : 오전 9시 - 오후 7시","Tourist_attraction, 공원, point_of_interest, 설립",Yes
Shortest Street in Paris,"1 Rue des Degrés, 75002 Paris, France",3.3,48.8693968,2.3506796,"모든 곳에서 낙서와 병이 부러졌습니다.이것은 도시의 좋은 부분이 아니기 때문에 그곳을 걷는 것이 불편했습니다.그것은 여전히 ​​아름답지만 훼손되었습니다.
최악의 장소!더럽고 못 생겼어!시간을 낭비하지 마십시오...
32cm 더 짧고 나는 진정으로 날아갑니다.
매우 짧습니다.
충분히 길다.","월요일 : 24 시간을 엽니 다
화요일 : 24 시간 영업
수요일 : 24 시간을 엽니 다
목요일 : 24 시간 영업
금요일 : 24 시간 영업
토요일 : 24 시간을 열었습니다
일요일 : 24 시간 영업","Tourist_attraction, point_of_interest, 설립",Yes
