이름,주소,평점,위도,경도,리뷰,영업시간,카테고리,핫플레이스여부
Union Mall,"54 ซอย ลาดพร้าว 1 Khwaeng Chom Phon, Khet Chatuchak, Krung Thep Maha Nakhon 10900, Thailand",4.3,13.8133637,100.5618612,"Actually I really like it here. I managed to find some presentable outfits from the Union Mall. I' ve tried looking around for suitable ones for events but couldn' t find elsewhere in Bangkok that I' ve visited. I went to Union Mall at the last moment before flying back to Malaysia. I' m glad I went there.
Parking is hard to find easily at the weekends. Overall, the mall is good and has affordable commodities. Food court is good, and accessibility is fair
Loved it, i went twice. Love the atmosphere, service and people.
Place is full of fashion and items to suite everyone and anyone.
My favourite coffee store is 28ml, thank you for serving great coffees I thought it would be an ordinary mall but it' s an impressive large place with abundant clothing purchase options, dining, and more. Very near to BL14 MRT station.
Union Mall at Lad Phrao, Bangkok, has undergone significant renovations since my last visit years ago. It now feels comfortable, safe, and clean. Surrounded by apartment buildings, local restaurants, coffee shops, and an MRT station, it' s conveniently located. Inside, you' ll find a variety of fast food eateries, clothing stores, ATMs, health and beauty shops, and more. The mall is popular with locals, offering a diverse shopping experience. I enjoyed my visit and appreciate the upgrades. Overall, I give Union Mall four stars for its improvements and convenience.","Monday: 11:00 AM – 10:00 PM
Tuesday: 11:00 AM – 10:00 PM
Wednesday: 11:00 AM – 10:00 PM
Thursday: 11:00 AM – 10:00 PM
Friday: 11:00 AM – 10:00 PM
Saturday: 11:00 AM – 10:00 PM
Sunday: 11:00 AM – 10:00 PM","쇼핑 _mall, point_of_interest, 설립",Yes
Central Embassy,"1031 Thanon Phloen Chit, เเขวง ปทุมวัน, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",4.5,13.7437483,100.5465903,"Central Embassy Mall in Bangkok is a luxurious shopping destination with an upscale vibe. It features a wide selection of highend brands, elegant architecture, and a modern, spacious layout. The mall offers a variety of dining options, ranging from gourmet restaurants to casual cafes, and the ambience is perfect for those seeking a premium shopping experience. Though the prices reflect its luxury status, it' s an excellent place to explore for highquality products and stylish atmosphere.
Central Embassy is a standout shopping center in the heart of Bangkok' s bustling shopping district. The space is expansive and calm, never feeling overcrowded. It offers a diverse array of restaurants, retail shops, a bookstore, coffee shops, and clothing stores. The center is impeccably maintained and boasts attentive and dedicated staff. The overall shopping experience is relaxed and enjoyable. Five stars for Central Embassy!
A large super luxury shopping mall, accessible by BTS Skytrain at Ploenchit Station. The exterior and interior are beautifully decorated in a modern style, filled with many brand name shops. The upper floors have a variety of restaurants. You can walk inside the mall, connecting to Central Chidlom. If you want to experience a private shopping experience, where there are not many people, this is a good choice.
Great place for luxury shopping. Filled with different stores, from clothing and watches to electronics and perfume. Central Embassy also features some nice spas, beauty studios and barbershops.
On the top floor you will find a bookstore or better to say market with unique books on art, Thai culture history etc. also there are nice cafes and restaurants.
Underground floor has a nice gourmet store. The mall has direct access to BTS Ploen Chit via the skywalk.
A high end and full of many luxury brands and great restaurants and cafes too. Surely one of the must visits shopping destinations in Bangkok for a unique shopping experience. Visiting again for sure","Monday: 10:00 AM – 10:00 PM
Tuesday: 10:00 AM – 10:00 PM
Wednesday: 10:00 AM – 10:00 PM
Thursday: 10:00 AM – 10:00 PM
Friday: 10:00 AM – 10:00 PM
Saturday: 10:00 AM – 10:00 PM
Sunday: 10:00 AM – 10:00 PM","쇼핑 _mall, Department_store, 가게, point_of_interest, 설립",Yes
The Market Bangkok,"111 Thanon Ratchadamri, Khwaeng Lumphini, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",4.1,13.7477612,100.5412712,"Despite the prime location, this place is not crowdy, and still has so many empty space. It seems that the Moxy Hotel also share the same building I came here only for dinner in one of the restaurant in the upper floor. Even the upper floor almost totally empty, only few shops are open
The Market Bangkok is conveniently located with a skywalk connection from Gaysorn Village. Its surprising that its not more wellknown considering its prime location. Despite being a great spot, it doesnt seem to attract many visitors for dining. Additionally, there are some abandoned floors. Nevertheless, I appreciate that they maintain cleanliness very well.
This food place is right in front of the mechanic stairs in the first level of the market. The food is cooked for a sweet lady who cooks the meal in the moment. Very tasty and cheap! ! 100 recommended! !
This May and early June has a book fair with many English books. Thiugh not many business books, non fiction books section will definitely wont disappoint you
This"" Market"" is relatively small when compared with BigC next to it or even Central World right across the street. It' s rather new as some of the spaces were not occupied yet. Still, if you want to take a break from the hustle and bustle found in BigC, you might want to come here and take a look. Oh, btw, the Superrich right next to it not the one inside has a better exchange rate than the ones found inside Central World.","Monday: 10:00 AM – 9:00 PM
Tuesday: 10:00 AM – 9:00 PM
Wednesday: 10:00 AM – 9:00 PM
Thursday: 10:00 AM – 9:00 PM
Friday: 10:00 AM – 9:00 PM
Saturday: 10:00 AM – 9:00 PM
Sunday: 10:00 AM – 9:00 PM","쇼핑 _mall, 슈퍼마켓, 온천, beauty_salon, 카페, 빵집, grocery_or_supermarket, 식당, 음식, point_of_interest, Travel_agency, 가게, 설립",Yes
Indra Square,"อินทราสแควร์ .ราชปรารภ มักกะสัน ราชเทวี Khwaeng Thanon Phaya Thai, พญาไท Krung Thep Maha Nakhon 10400, Thailand",4.3,13.7533402,100.5413372,"Must visit. Buy amazing shoes at 500 bhatt, we bought chocolates from first floor. We bought amazing neon tiger print shirt and a lot of stuff. Many Indians are there and they guide you well. Some bargaining is possible. Good quality stuff.
This is one of the best places to buy souvenirs and chocolates if you are leaving Thailand after a vacation. You can find a wide variety of products here at prices that are often cheaper compared to other markets. Bargaining is an option to reduce the price of any product you purchase, but most wholesale shops do not encourage it. It is advisable to check with multiple shops before buying a product, as different shops sell the same product at different prices. You might find that some shops on the first floor sell the same products as those on the ground floor at even cheaper prices. By comparing prices across several shops, you can ensure you get the best deal. If you plan to buy electronic products, make sure to check whether your flight allows you to carry the battery in your checkedin luggage. If batteries are not permitted in checked luggage, you can carry them in your cabin or hand luggage. This is an important consideration to avoid any issues at the airport. Additional information Dont plan to visit the shop in the evening, as almost every shop here closes by 8 PM. Allocate at least half a day to explore all the shops and another half day to make your purchases. Keep in mind that you wont find any original branded products here most items sold are duplicates, first copies, or unbranded. Despite this, the variety and affordability make it a worthwhile shopping experience for tourists looking to bring home gifts and mementos. To make the most of your shopping experience, arrive early and take your time exploring. The market offers an extensive range of items, and careful browsing can lead to some great finds. Whether you are looking for traditional Thai crafts, unique souvenirs, or delicious chocolates, this market has something for everyone.
This place is for shopping and they had variety of shops and this place is mainly for indians and lots of Indians works here. They have almost all the items here. Compare to other shopping malls, this place is good and affordable. I purchased luggage, shoes, accessories and clothes here for reasonable prices. You can also bargain here if youre good at it. If youre in Bangkok you should check out this place
There are lot of shops to purchase. We can do bargain little bit they will reduce. Need to check and buy the quality of the item. Electronics are too cheap here compared to other places.
This place is good for shopping, so many shops and almost all shops have same products. So no point of trying to cover all the shops.
Also you get same products at the road behind Indra square. So good to visit street shops before go to Indra square if youre looking for the cheap shopping.","Monday: 9:00 AM – 8:00 PM
Tuesday: 9:00 AM – 8:00 PM
Wednesday: 9:00 AM – 8:00 PM
Thursday: 9:00 AM – 8:00 PM
Friday: Closed
Saturday: Closed
Sunday: 9:00 AM – 8:00 PM","쇼핑 _mall, point_of_interest, 설립",Yes
Emporium,"622 Sukhumvit Rd, Khwaeng Khlong Tan, เขตค ลองเตย, Krung Thep Maha Nakhon 10110, Thailand",4.4,13.730334,100.568864,"Mall with all High End brands EMPORIUM and jst a few steps we can walk into another building with all the reasonable brands and food court EMQUARTIER Good place to purchase things or simply hang out with friends. Train station Phrom Phong Near IKEA.
Emporium mall is a building or complex of buildings that contains a variety of stores, restaurants, and entertainment options. Multiple stores and retail outlets Food court with various dining options Entertainment options e. g. , movie theaters, arcades, bowling alleys Public spaces for events and activities Parking facilities Luxury malls highend retailers
Best luxury mall in bangkok connected with metro railway. Hygienic toilet and clean all around.
Great shopping mall, not as big as EmQuartier or Icon Siam or the other newer malls but this had enough stores and a few other eating places that would be suitable for one who did not want to be overwhelmed by the other huge malls in Bangkok. The decor for the Asian New Year festival was done quite beautifully. Colourful graphic designs, 3d structures all lent to the festive feeling which we truly enjoyed.
Another luxe shopping mall in Bangkok.
Located just couple seconds away from the Phrom Phong BTS station with direct skybridge access to Emquartier and the Emsphere.
A lot of light, a lot of nice stores and food joints.
A little bit messed up escalator locations, but thats okay, you can just use elevators. And to be honest, halls are a little too tight for a luxe mall. I was expecting something more spacious.
One of the top luxurious shopping malls in Bangkok. A lot of options in here. At a very close proximity with Emquartier and Emsphere. Few yet very selective and quiet cafes too.","Monday: 10:00 AM – 10:00 PM
Tuesday: 10:00 AM – 10:00 PM
Wednesday: 10:00 AM – 10:00 PM
Thursday: 10:00 AM – 10:00 PM
Friday: 10:00 AM – 10:00 PM
Saturday: 10:00 AM – 10:00 PM
Sunday: 10:00 AM – 10:00 PM","Department_store, 쇼핑 _mall, point_of_interest, 가게, 설립",Yes
River City Bangkok,"23 Soi Charoen Krung 24, Khwaeng Talat Noi, Khet Samphanthawong, Krung Thep Maha Nakhon 10100, Thailand",4.4,13.7302124,100.5132654,"The place is very beautiful with one of the best location. Ive been there before many times, this time is for rooftop movies 1. The gallery mall is super interesting, full of galleries and restaurants, even if its a bit pricey. But if staying a whole afternoon and evening, why not? 2. besides the mall, there are many galleries nearby, the streets around 1km, can just walk around Ana explore. 3. The rooftop is comparatively not so special, but the movie I the rooftop made it special. The open space for a movie at night, with the nightview of the river and the opposite side of Iconsiam are amazing. Also the movies are romantic movies. Which is really really really romantic, perfect idea for dates 4. There are still a lot of street food stalls outside, the food is also good, more expensive than normal street food, but good and cheap enough compared to either the restaurants in the mall Recommend to go and explore
Went here for the ATM only, didn' t know there would be art galleries here. And it was a very pleasant surprise. I enjoyed all the galleries so much. If only I have a place to put some of these arts, I would buy some. I especially liked Chubbynida' s contemporary art and their take on a person' s struggles to find their own identity and achieve their goals and dreams. Would love to be back here and explore the other floors.
A mall for art galleries. Very unique mall for those looking for some artistics items even have a Pokmon store! It' s along the Chao Praya river where you can also take a cruise ship for the sunset and buffet dinner place. Tickets are sold here. A few good restaurants selection available here as well. Not too crowded mall.
We chose Wonderful Pearl Cruise for dinner on our TGIF. Overall experience with my first time cruise dinner buffet is wonderful. There was some waiting time at pier 2 before boarding and the weather is warm and non windy on the cruise although we sat on upper deck of cruise as if it moves so slowly. The food on the cruise is great especially grilled prawns and sushi. You can enjoy the night view of Chao Phraya River while eating dinner buffet with your loved ones. There are also great performances with good vocalists and dancers. You can also do a birthday celebration there and the band will sing birthday song for you Enjoyed beer at the roof top bar. They offer happy hour which gives one free bottle of beer for 3 bottles. The view from the root top is amazing. You can see nice views of the river","Monday: 10:00 AM – 8:00 PM
Tuesday: 10:00 AM – 8:00 PM
Wednesday: 10:00 AM – 8:00 PM
Thursday: 10:00 AM – 8:00 PM
Friday: 10:00 AM – 8:00 PM
Saturday: 10:00 AM – 8:00 PM
Sunday: 10:00 AM – 8:00 PM","쇼핑 _mall, point_of_interest, 설립",Yes
The Old Siam Plaza,"The Old Siam Plaza, 12 Tri Phet Rd, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200, Thailand",4.2,13.7456817,100.5000172,"Incredible vendorstreet foods I never tried before but I liked it! Egg yolk noodles, fried quail eggs, and some sort of dumplings. Delicious! One of the best dumplings I ever had! Watch out for clothes vendor, they will really scam you with pricing, unless you know how to negotiate. This is a bargain market but then they sell women' s tops for 100USD, I was shocked. There' s also accessories, shoes, fake signature bags, and national clothing. So many to look at and to snack. Make sure you dine in at the food court on the 3rd floor! Amazing Thai food for affordable pricing at its finest!
An old style shopping mall which you can find dresses and jewelry.
Chain restaurants and desserts are also there for your meal choice.
Parking are available under their shopping mall.
Nice shopping mall. On a rain day or hot and humid days, this mall is a perfect place to shop and get food and drinks at
Very classic and classy style of malls. When you visit here, it will make you feel like you are back to the past like 40y ago You can find lots of good and ancient local Thai food and dessert here in 1 floor. Only downside would be car park fee. Quite expensive.
I came here for Thai dessert and snack. Thai crispy pancake Kanom Buang is tasty For me, here is the place where you can find Thai desserts, Thai fabrics like silk and Thai dress price are hight but you can always negotiate a lot of clothes for aunts or grandmothers One of my favorite shop here is the royal project foundation they have a really nice salad, drinks, fresh fruit, and vegetables.","Monday: 9:00 AM – 8:00 PM
Tuesday: 9:00 AM – 8:00 PM
Wednesday: 9:00 AM – 8:00 PM
Thursday: 9:00 AM – 8:00 PM
Friday: 9:00 AM – 8:00 PM
Saturday: 9:00 AM – 8:00 PM
Sunday: 9:00 AM – 8:00 PM","쇼핑 _mall, point_of_interest, 설립",Yes
Bangkok Fashion Outlet,"919, 1 Si Lom Rd, Khwaeng Silom, Khet Bang Rak, Krung Thep Maha Nakhon 10500, Thailand",3.7,13.7218249,100.5202222,"Bangkok Fashion Outlet no more. Don' t come here hoping to find fashionable clothes or shoes! ! All my favorite shopping clothes spots in Bangkok are disappearing. .. why oh why? ?? . Bangkok Fashion Outlet my mustgo store for buying nice and discounted clothes from asian brands like Bess, Journal, Nextphase, Easypieces, Britishindia, pieces usually coming from released stock of the Central Stores, unfortunately no longer exist. Also gone the sports shoes shop outlets. The space it' s now occupied by small one man stands selling gems, practically the only thing you can buy nowadays in the building. When I was there two days ago, it looked like the only people milling around apart from the indian vendors were office workers coming to eat in the food court on the ground floor. .. I give it a few months for the building to be remodeled for other uses.
So dead. Nothing to see or buy. Only go there if you need jeweleries god knows if they' re real or not. Quite gloomy and shady atmosphere.
Bangkok Fashion Outlet is a decent shopping destination if you' re looking for branded items at discounted prices, but it does come with its limitations. While the outlet offers some good deals, the selection is somewhat limited, both in terms of stock and variety of brands. One of the main draws of Bangkok Fashion Outlet is the promise of bargains on wellknown brands. There are indeed opportunities to find discounted items from reputable labels, making it a worthwhile visit for those seeking to save money on fashion purchases. However, the range of brands available is not as extensive as one might hope. Shoppers might find themselves with fewer choices compared to other larger outlets or malls in Bangkok. The stock levels can also be a hit or miss. Often, certain sizes or styles may be unavailable, which can be disappointing if you' re looking for something specific. The inventory seems to rotate frequently, so it might be necessary to visit multiple times to catch the best deals or find what you' re looking for. On the plus side, the shopping environment is clean and wellorganized, making it easy to browse through the available merchandise. The staff are generally helpful and ready to assist with any queries, adding a positive touch to the overall shopping experience. In summary, Bangkok Fashion Outlet is a reasonable option if you' re hunting for discounted branded items, but manage your expectations regarding the variety and availability of stock. It' s worth a visit if you' re in the area, but might not be the best choice if you' re looking for a wide selection of brands and a consistently plentiful inventory.
A lot less clothing outlets and more gems shops now in 2024. Still good for cheap sports shoes, and the factory outlet of cheap casual clothes.
The sports outlet is still going well, but the jewelry and gem outlets are now spreading into the 3rd floor zone where clothing used to be sold.
Very bad experience, it is a disgrace that they even call this a Fashion Outlet most shops are empty, only a few stores actually sell fashion, but not much choice and no good prices. I did not buy anything here, waste of time. Took a cab to Platinum Fashion Mall close to Central World. You better go there for fashion.","Monday: 10:00 AM – 7:00 PM
Tuesday: 10:00 AM – 7:00 PM
Wednesday: 10:00 AM – 7:00 PM
Thursday: 10:00 AM – 7:00 PM
Friday: 10:00 AM – 7:00 PM
Saturday: 10:00 AM – 7:00 PM
Sunday: 10:00 AM – 7:00 PM","쇼핑 _mall, Department_store, 가게, point_of_interest, 설립",Yes
Siam Premium Outlets Bangkok,"989, Tambon Bang Sao Thong, Amphoe Bang Sao Thong, Chang Wat Samut Prakan 10570, Thailand",4.4,13.7041528,100.8379255,"Been to many outlets in Thailand n this place is actually a better outlets to be. ..
This outlets have lots of fashion n sports brands. .. even have some branded brands that I don' t really see in other outlets. .. . Location is abit far from town but they actually have buses that comes here from Siam Paragon. .. .just have to check the timing for their transport. .. Great Place to come for some great bargains. .
During the weekend, I decided to spend some free time shopping at Siam Premium Outlet. The venue is wellorganized, featuring a wide array of international and branded products, along with numerous food outlets for shoppers to enjoy. I spent the entire afternoon browsing and ended up purchasing some clothing and skincare items. Overall, it was a great shopping experience however, I believe adding more outlets and hosting extravagant sales events throughout the year would enhance the experience even further. Additionally, the information office could better serve a diverse range of tourists beyond just those from Laos, Vietnam, and Cambodia, who currently receive special privileges. Anyway, the office do give away some souvenir for tourist after validated our passport on first come first served basis which served as sweetener.
Siam Premium outlet is a good place for shopping. Maximum all the brand outlets are present here. They have lot of outlets having food and beverages option also. Its nearby to airport around 1015 mins.
But all the outlets doesnt have good collection or discount. Now a days we get better options and discount online also.
Best things to buy from here are shoe and cosmetics. Clothes and bags are normally priced. The ones in discount are not great. Electronics is also somewhat cheap. Nike Showroom photo and video is not allowed.
It is a good choice when we have little bit shopping time to the flight on BKK airport, around 15 mins from airport. There have many choice of famous brand store in here. Overall the product with various style and some shops have great discount such as Nike. But we need to consider there have sunshine for the outdoor area. We have shoot the video for quick review in this outlet, check it out and support us on YouTube rcenjoylife Thank you so much
Nothing to do on a Sunday. . Woman has destination. .. . Siam Premium Outlets Bangkok. .. I grumbled a tad. I am not the best shopper but I was informed that there was a Starbucks and she wanted to buy me a wallet.
35 minute drive from center of Bangkok, well kept and they had shaded parking available on a Sunday. Layout was as other Outlet malls open and breezy.
The decor was interesting in places and it was all in all well presented, maintained and serviced. Playground for kids, coffee for adults and lots and lots of stores.","Monday: 10:00 AM – 10:00 PM
Tuesday: 10:00 AM – 10:00 PM
Wednesday: 10:00 AM – 10:00 PM
Thursday: 10:00 AM – 10:00 PM
Friday: 10:00 AM – 10:00 PM
Saturday: 10:00 AM – 10:00 PM
Sunday: 10:00 AM – 10:00 PM","쇼핑 _mall, point_of_interest, 설립",Yes
Mega Plaza Saphan Lek,"900 Maha Chai Rd, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200, Thailand",4.3,13.7452187,100.5024664,"Really old fashion toy shop centre. Lots of collections, but the price is expensive. If you like retro games, it worths to go and take a look.
Its a heaven for all the people who love blindbox, cartoon and marvel universe. It has a huge collection of collectibles from authentic brands. Need a full day to explore properly.
A lot of tops to die for. From second hand camera to toys, they are all waiting for you to select and bring back home. Reasonable price. Easy to get access. Lots of toilets.
The biggest offering of toys, figures, consoles, video games, dolls, BB guns, and interestingly all sorts of cameras and lenses that I ever saw in one place. 6 floors! Just all sorts of stuff.
Probably one of the best shopping places for toys on earth. Toy haven. You could easily spend 3 to 5 hours there minimum if you are a toy lover. Fantastic crowd of all ages. A Mega Plaza indeed. Must visit for all.","Monday: 10:00 AM – 7:30 PM
Tuesday: 10:00 AM – 7:30 PM
Wednesday: 10:00 AM – 7:30 PM
Thursday: 10:00 AM – 7:30 PM
Friday: 10:00 AM – 7:30 PM
Saturday: 10:00 AM – 7:30 PM
Sunday: 10:00 AM – 7:30 PM","쇼핑 _mall, Department_store, point_of_interest, 가게, 설립",Yes
Erawan Bangkok,"494 Thanon Phloen Chit, Khwaeng Lumphini, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",4.3,13.743631,100.5406107,"The building is very beautiful inside and outside too, the shops, restaurants are good. However, it is surreal how cold it is in the building, simply unbearable. In addition, it is also a huge waste of energy. I would give 5 stars, but only 1 because of the cold. If the temperature changes and I don' t feel like I' m in the Norwegian mountains, I' ll give it 5 stars.
Wonderful up market shopping mall.
Very luxury and value hotel for tourist
Great location center of BKK
Nice shopping mall where can be access easily from BTS Chitlom. It' s a part of Erawan Hyatt hotel. Many of luxurious lifestyle shops are located here ex. Rolex, Club21, else. Restaurants and convenient store on the ground floor. For the one who love the healthy trend, go for 4th fl.
Finally back, so happy to visit here again!","Monday: 10:00 AM – 10:00 PM
Tuesday: 10:00 AM – 10:00 PM
Wednesday: 10:00 AM – 10:00 PM
Thursday: 10:00 AM – 10:00 PM
Friday: 10:00 AM – 10:00 PM
Saturday: 10:00 AM – 10:00 PM
Sunday: 10:00 AM – 10:00 PM","쇼핑 _mall, point_of_interest, 설립",Yes
Times Square Building Mall,"246 Sukhumvit Rd, Khwaeng Khlong Toei, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand",3.9,13.7377647,100.558792,"There are dental, beauty and eyelash care clinics, cafes, and an event dress boutique
Fairly small building with a big name. Limited FB, mostly corporate office. However, comfortable as not crowded.
Theres a 247 subway and 7eleven here, which is this malls only saving grace.
Clean mall. Not too big variety of stores. Toilet is clean. The restaurant on the first floor is lovely and live music is played for lunch and dinner. Thai and western food is available. There is Subway, apothecary, exchange, massages, nails and hair saloons.
There is a very nice place there alled"" Isabelle' s Piano"" . If you like listening to jazz or even like singing, this place is for you. Sometimes you can see the owner of the building singing there. I think Starbucks in the Times Square is one of the cosiest in Bangkok. There are some nice boutique shops, beauty salons and clinics on different levels. And the location with the view on Sukhumvit road is just perfect.","Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours","쇼핑 _mall, point_of_interest, 설립",Yes
Mixt Chatuchak,"8 Kamphaeng Phet 3 Rd, Khwaeng Chatuchak, Khet Chatuchak, Krung Thep Maha Nakhon 10900, Thailand",4.3,13.8018363,100.5508719,"Good to hide away from heat. Got exotic pet shop. Value buy. Toy shops. Massage place and small bazaar like display shops. Foodcourt at level 3 serves quite a variety of food. Not super delicious but edible. Has a good view of CTC n the tower.
This was a very nice market to go to. It was my first time going there and it was very much fun. I found it to be a bit more expensive than outside but the options were very diverse. I think it is a very cool market to visit if it is your first time in Bangkok. I definitely recommend this market.
Chatuchak Market
Good for a break from the heat.
Theres restaurants, washrooms and tons of stores of course. Mixt Chatuchak is a trendy lifestyle mall located near the Chatuchak Weekend Market in Bangkok. Heres an overview of what you can find there Key Features 1. Shopping Mixt offers a diverse range of shops, including fashion boutiques, beauty stores, and lifestyle brands. It caters to both local and international tastes. 2. Dining The mall features various dining options, from casual eateries to sitdown restaurants, serving Thai and international cuisine. The food court offers a wide variety of affordable meals. 3. Art and Culture Mixt often hosts art exhibitions and cultural events, showcasing local artists and crafts. 4. Accessibility Conveniently located near the Mo Chit BTS station and Chatuchak Park MRT station, its easy to reach by public transport. 5. Modern Design The mall features a contemporary architectural style, creating a pleasant atmosphere for shopping and leisure. Tips for Visiting Explore Beyond Shopping Take time to enjoy the art and cultural events, which can be a unique experience. Weekday Visits Like other popular spots, it can get crowded on weekends, so consider visiting during the week for a more leisurely experience. .. Chat. G. P. T. .
Wow, this old mall surrounding Chatuchak Weekend Market blew my mind! Cheap Thai products, cheap massage, cheap clothes, anime lovers hall, vintage cameras, vintage pokemon card, used nintendo, ds, used handbags from Japan, used luxurious goods, fake flowers and plants, art stuff, scarf, bags, hats, Thai food court, and more! I bought a lot of stuff here before leaving Bangkok. Auntie Anne, Dairy Queen, and cafes are available here, too. I came here on Wednesday when it wasn' t crowded as Chatuchak Market was closed, and only plants were sold. If you are an anime figurine collector, you should come to Mixt! There' s also an art store at the food court where you get to buy a celebritycharacter frame. 3 for 900.
It has 3 floors which so many shop at the first floor and less on second and third floor.
Quite a large scale of pop up toy range till you cant make decision to choose what you like the most.
Massage service are also a lot. They have a food court on the third floor. Rental spaces are available for starting your business. Parking are available on their building.","Monday: 10:00 AM – 8:00 PM
Tuesday: 10:00 AM – 8:00 PM
Wednesday: 10:00 AM – 8:00 PM
Thursday: 10:00 AM – 8:00 PM
Friday: 10:00 AM – 9:00 PM
Saturday: 10:00 AM – 9:00 PM
Sunday: 10:00 AM – 9:00 PM","쇼핑 _mall, point_of_interest, 설립",Yes
BUDDY Shopping Plaza,"271 Thanon Khao San, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200, Thailand",4,13.7585759,100.4985475,"Nice spot to chill but the cannabis quality extremely poor. If you care about smoke quality and price dont shop here.
I went there to look for anime figures and I wasn' t prepared for the incredible variety of different shops. You can get many figures from small statues at retail prices to massive artdesign figures for over 1000 US dollars.
I go to Coffee World for great Thai coffee and I go to the Buddy Lodge gym. Only workout place around Khao San
Buddy Hotel has the adjacent Plaza and another open air restaurant very nearby. Mulligans Irish Pub has indoor seating upstairs and ourdoor seating downstairs good for people watching and wine. Buddy' s open air restaurant nearby has excellent ambiance and good seafood and cocktails.
Amazing place, great vibe","Monday: 10:00 AM – 7:30 PM
Tuesday: 10:00 AM – 7:30 PM
Wednesday: 10:00 AM – 7:30 PM
Thursday: 10:00 AM – 7:30 PM
Friday: 10:00 AM – 8:00 PM
Saturday: 10:00 AM – 7:30 PM
Sunday: 10:00 AM – 7:30 PM","쇼핑 _mall, point_of_interest, 설립",Yes
Park Lane,"18 Sukhumvit 61, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",4,13.7231818,100.5842617,"5 stars for parking! Im sorry but If you' re looking to explore the restaurants in Soi Sukhumvit 61, this is by far the best spot to park. While street parking is an option, it' s usually full. Just remember to buy something and get your ticket stamped.
Park lane community mall is just 350 Meters from our Residence. Especially Maxvalu supermarket is best in the area, quite convenient for the parking and the management seems very professional.
Park Lane Community Mall, Ekkamai area, a collection of shops from famous celebrities, large amulet shops, restaurants, hair salons, clinics, beauty salons, dental clinic, compact store, such as max value, etc. It is convenient for residents of that area, including office staff who work nearby. Parking is available.
Nice small Mall with a few shops, beauty places, massage, Gym, restaurants and a Max Value, Mika cafe is nice.
Shopping complex where included a variety of shop ex japanese res. cafe teashop nailshop supermarket and else. Parking is available","Monday: 6:00 AM – 2:00 AM
Tuesday: 6:00 AM – 2:00 AM
Wednesday: 6:00 AM – 2:00 AM
Thursday: 6:00 AM – 2:00 AM
Friday: 6:00 AM – 2:00 AM
Saturday: 6:00 AM – 2:00 AM
Sunday: 6:00 AM – 2:00 AM","쇼핑 _mall, point_of_interest, 설립",Yes
Central Village,"98, 98/1 Thanon Suvarnabhumi 3, Tambon Bang Chalong, Amphoe Bang Phli, Chang Wat Samut Prakan 10540, Thailand",4.4,13.6384889,100.7442741,"Very average compared to the other options nearby. High end shops awaited. Overall feel was very pleasant. Worth a visit ofcoyres extremely close to the Airport.
Great place to relax, eat, shop, spend time with family friends ample parking available with dedicated lots for EV charging, most of branded outlets are available they have dedicated play areas for kids to have fun they have decent options to eat in the food village very well lighted and architectured outlets highly recommended to visit if you are in Bangkok
Amazing place to go around with family and friends. We loved walking around and window shopping for almost 3 hours and then went to have a coffee at Starbucks and then my favourite place Mk restaurant. Love the food over here. Cost is not that pinches your pocket. Shopping over here in central village is amazing. If you r lucky you may get things at more then affordable rates.
We went to Central Village on our first day in Thailand. With its wide selection of top brands and discounted prices, it' s a mustvisit destination for anyone looking for quality products at great value. Stores are wellorganized. It' s nice to walk around. Make sure to drop by when you' re in Thailand.
This place is quite big. There is plenty of big brands here as well. Those brand that you will usually see in outlet they have it too. But towards the back of there is quite some smaller or maybe local brands. The big brands do have quite good discount at 80 with choices. This place is quite far from town and nearer to suvarnabhumi airport.
Suggest to come straight from airport or when leaving Bangkok.","Monday: 10:00 AM – 10:00 PM
Tuesday: 10:00 AM – 10:00 PM
Wednesday: 10:00 AM – 10:00 PM
Thursday: 10:00 AM – 10:00 PM
Friday: 10:00 AM – 10:00 PM
Saturday: 10:00 AM – 10:00 PM
Sunday: 10:00 AM – 10:00 PM","쇼핑 _mall, point_of_interest, 설립",Yes
